Name,ID,Copy_Number,ArtistName
Se Todos Fossem Iguais A Você (Instrumental),695912993,1,Antônio Carlos Jobim
Creeping Death,439910151,1,Apocalyptica
Enter Sandman,439910151,1,Apocalyptica
Harvester Of Sorrow,439910151,1,Apocalyptica
Sad But True,439910151,1,Apocalyptica
The Unforgiven,439910151,1,Apocalyptica
Wherever I May Roam,439910151,1,Apocalyptica
Bring'em Back Alive,283301565,1,Audioslave
Cochise,283301565,1,Audioslave
Exploder,283301565,1,Audioslave
Gasoline,283301565,1,Audioslave
Getaway Car,283301565,1,Audioslave
Hypnotize,283301565,1,Audioslave
I am the Highway,283301565,1,Audioslave
Light My Way,283301565,1,Audioslave
Like a Stone,283301565,1,Audioslave
Set It Off,283301565,1,Audioslave
Shadow on the Sun,283301565,1,Audioslave
Show Me How to Live,283301565,1,Audioslave
The Last Remaining Light,283301565,1,Audioslave
What You Are,283301565,1,Audioslave
#1 Zero,585563627,1,Audioslave
Be Yourself,585563627,1,Audioslave
Dandelion,585563627,1,Audioslave
Doesn't Remind Me,585563627,1,Audioslave
Drown Me Slowly,585563627,1,Audioslave
Heaven's Dead,585563627,1,Audioslave
Man Or Animal,585563627,1,Audioslave
Out Of Exile,585563627,1,Audioslave
The Curse,585563627,1,Audioslave
The Worm,585563627,1,Audioslave
Yesterday To Tomorrow,585563627,1,Audioslave
Your Time Has Come,585563627,1,Audioslave
Blood In The Wall,256564274,1,Black Label Society
Heart Of Gold,256564274,1,Black Label Society
Like A Bird,256564274,1,Black Label Society
Snowblind,256564274,1,Black Label Society
The Beginning...At Last,256564274,1,Black Label Society
13 Years Of Grief,720869189,1,Black Label Society
A.N.D.R.O.T.A.Z.,720869189,1,Black Label Society
All For You,720869189,1,Black Label Society
Bored To Tears,720869189,1,Black Label Society
Born To Booze,720869189,1,Black Label Society
Intro/ Low Down,720869189,1,Black Label Society
Lost My Better Half,720869189,1,Black Label Society
No More Tears,720869189,1,Black Label Society
Phoney Smile Fake Hellos,720869189,1,Black Label Society
Stronger Than Death,720869189,1,Black Label Society
Super Terrorizer,720869189,1,Black Label Society
The Begining... At Last,720869189,1,Black Label Society
World Of Trouble,720869189,1,Black Label Society
Behind The Wall Of Sleep,142139186,1,Black Sabbath
Black Sabbath,142139186,1,Black Sabbath
Evil Woman,142139186,1,Black Sabbath
N.I.B.,142139186,1,Black Sabbath
Sleeping Village,142139186,1,Black Sabbath
The Wizard,142139186,1,Black Sabbath
Warning,142139186,1,Black Sabbath
A Banda,968497964,1,Chico Buarque
Apesar De Você,968497964,1,Chico Buarque
Atras Da Porta,968497964,1,Chico Buarque
Brejo Da Cruz,968497964,1,Chico Buarque
Carolina,968497964,1,Chico Buarque
Com Açúcar E Com Afeto,968497964,1,Chico Buarque
Construção / Deus Lhe Pague,968497964,1,Chico Buarque
Essa Moça Ta Diferente,968497964,1,Chico Buarque
Fora Da Ordem,968497964,1,Chico Buarque
Geni E O Zepelim,968497964,1,Chico Buarque
Gota D'água,968497964,1,Chico Buarque
Meia-Lua Inteira,968497964,1,Chico Buarque
Menino Do Rio,968497964,1,Chico Buarque
Meu Caro Amigo,968497964,1,Chico Buarque
Minha Historia,968497964,1,Chico Buarque
Morena De Angola,968497964,1,Chico Buarque
O Estrangeiro,968497964,1,Chico Buarque
O Leaozinho,968497964,1,Chico Buarque
O Que Será (À Flor Da Terra),968497964,1,Chico Buarque
Podres Poderes,968497964,1,Chico Buarque
Qualquer Coisa,968497964,1,Chico Buarque
Queixa,968497964,1,Chico Buarque
Samba De Orly,968497964,1,Chico Buarque
Sampa,968497964,1,Chico Buarque
Tatuagem,968497964,1,Chico Buarque
Terra,968497964,1,Chico Buarque
Trocando Em Miúdos,968497964,1,Chico Buarque
Um Indio,968497964,1,Chico Buarque
Vai Passar,968497964,1,Chico Buarque
Vai Trabalhar Vagabundo,968497964,1,Chico Buarque
Voce e Linda,968497964,1,Chico Buarque
Voce Nao Entende Nada - Cotidiano,968497964,1,Chico Buarque
Amor De Muito,843541438,1,Chico Science & Nação Zumbi
Baião Ambiental [Instrumental],843541438,1,Chico Science & Nação Zumbi
Corpo De Lama,843541438,1,Chico Science & Nação Zumbi
Criança De Domingo,843541438,1,Chico Science & Nação Zumbi
Enquanto O Mundo Explode,843541438,1,Chico Science & Nação Zumbi
Etnia,843541438,1,Chico Science & Nação Zumbi
Interlude Zumbi,843541438,1,Chico Science & Nação Zumbi
Macô,843541438,1,Chico Science & Nação Zumbi
Manguetown,843541438,1,Chico Science & Nação Zumbi
Maracatu Atômico,843541438,1,Chico Science & Nação Zumbi
Maracatu Atômico [Atomic Version],843541438,1,Chico Science & Nação Zumbi
Maracatu Atômico [Ragga Mix],843541438,1,Chico Science & Nação Zumbi
Maracatu Atômico [Trip Hop],843541438,1,Chico Science & Nação Zumbi
Mateus Enter,843541438,1,Chico Science & Nação Zumbi
O Cidadão Do Mundo,843541438,1,Chico Science & Nação Zumbi
O Encontro De Isaac Asimov Com Santos Dumont No Céu,843541438,1,Chico Science & Nação Zumbi
Quilombo Groove [Instrumental],843541438,1,Chico Science & Nação Zumbi
Samba Do Lado,843541438,1,Chico Science & Nação Zumbi
Samidarish [Instrumental],843541438,1,Chico Science & Nação Zumbi
Sangue De Bairro,843541438,1,Chico Science & Nação Zumbi
Sobremesa,843541438,1,Chico Science & Nação Zumbi
Um Passeio No Mundo Livre,843541438,1,Chico Science & Nação Zumbi
Um Satélite Na Cabeça,843541438,1,Chico Science & Nação Zumbi
A Cor Do Sol,430887463,1,Cidade Negra
A Estrada,430887463,1,Cidade Negra
A Sombra Da Maldade,430887463,1,Cidade Negra
Doutor,430887463,1,Cidade Negra
Downtown,430887463,1,Cidade Negra
Eu Também Quero Beijar,430887463,1,Cidade Negra
Falar A Verdade,430887463,1,Cidade Negra
Firmamento,430887463,1,Cidade Negra
Na Frente Da TV,430887463,1,Cidade Negra
O Erê,430887463,1,Cidade Negra
Onde Você Mora?,430887463,1,Cidade Negra
Pensamento,430887463,1,Cidade Negra
Realidade Virtual,430887463,1,Cidade Negra
Sábado A Noite,430887463,1,Cidade Negra
À Francesa,770933084,1,Cláudio Zoli
Amor Demais,770933084,1,Cláudio Zoli
Cada Um Cada Um (A Namoradeira),770933084,1,Cláudio Zoli
Felicidade Urgente,770933084,1,Cláudio Zoli
Férias,770933084,1,Cláudio Zoli
Flor Do Futuro,770933084,1,Cláudio Zoli
Gostava Tanto De Você,770933084,1,Cláudio Zoli
Linha Do Equador,770933084,1,Cláudio Zoli
Livre Pra Viver,770933084,1,Cláudio Zoli
Noite Do Prazer,770933084,1,Cláudio Zoli
Bloodsucker,193009987,1,Deep Purple
Child In Time,193009987,1,Deep Purple
Flight Of The Rat,193009987,1,Deep Purple
Hard Lovin' Man,193009987,1,Deep Purple
Into The Fire,193009987,1,Deep Purple
Living Wreck,193009987,1,Deep Purple
Speed King,193009987,1,Deep Purple
Going Down / Highway Star,418060789,1,Deep Purple
Mistreated (Alternate Version),418060789,1,Deep Purple
Space Truckin',418060789,1,Deep Purple
You Fool No One (Alternate Version),418060789,1,Deep Purple
Burn,507510433,1,Deep Purple
Lady Double Dealer,507510433,1,Deep Purple
Mistreated,507510433,1,Deep Purple
Smoke On The Water,507510433,1,Deep Purple
Stormbringer,507510433,1,Deep Purple
You Fool No One,507510433,1,Deep Purple
High Ball Shooter,792595492,1,Deep Purple
Hold On,792595492,1,Deep Purple
Holy Man,792595492,1,Deep Purple
Love Don't Mean a Thing,792595492,1,Deep Purple
Soldier Of Fortune,792595492,1,Deep Purple
The Gypsy,792595492,1,Deep Purple
You Can't Do it Right (With the One You Love),792595492,1,Deep Purple
Breakfast In Bed,793854178,1,Deep Purple
Fire In The Basement,793854178,1,Deep Purple
Fortuneteller,793854178,1,Deep Purple
King Of Dreams,793854178,1,Deep Purple
Love Conquers All,793854178,1,Deep Purple
The Cut Runs Deep,793854178,1,Deep Purple
Too Much Is Not Enough,793854178,1,Deep Purple
Truth Hurts,793854178,1,Deep Purple
Wicked Ways,793854178,1,Deep Purple
A Twist In The Tail,863925983,1,Deep Purple
Anya,863925983,1,Deep Purple
Lick It Up,863925983,1,Deep Purple
Nasty Piece Of Work,863925983,1,Deep Purple
One Man's Meat,863925983,1,Deep Purple
Ramshackle Man,863925983,1,Deep Purple
Solitaire,863925983,1,Deep Purple
Talk About Love,863925983,1,Deep Purple
The Battle Rages On,863925983,1,Deep Purple
Time To Kill,863925983,1,Deep Purple
A Castle Full Of Rascals,925390332,1,Deep Purple
A Touch Away,925390332,1,Deep Purple
Cascades : I'm Not Your Lover,925390332,1,Deep Purple
Hey Cisco,925390332,1,Deep Purple
Loosen My Strings,925390332,1,Deep Purple
Rosa's Cantina,925390332,1,Deep Purple
Somebody Stole My Guitar,925390332,1,Deep Purple
Sometimes I Feel Like Screaming,925390332,1,Deep Purple
Soon Forgotten,925390332,1,Deep Purple
The Aviator,925390332,1,Deep Purple
The Purpendicular Waltz,925390332,1,Deep Purple
Vavoom : Ted The Mechanic,925390332,1,Deep Purple
Action,175220059,1,Def Leppard
Animal,175220059,1,Def Leppard
Armageddon It,175220059,1,Def Leppard
Bringin' On The Heartbreak,175220059,1,Def Leppard
Have You Ever Needed Someone So Bad,175220059,1,Def Leppard
Heaven Is,175220059,1,Def Leppard
Hysteria,175220059,1,Def Leppard
Let's Get Rocked,175220059,1,Def Leppard
Love Bites,175220059,1,Def Leppard
Make Love Like A Man,175220059,1,Def Leppard
Photograph,175220059,1,Def Leppard
Pour Some Sugar On Me,175220059,1,Def Leppard
Rock Of Ages,175220059,1,Def Leppard
Rocket,175220059,1,Def Leppard
Two Steps Behind [Acoustic Version],175220059,1,Def Leppard
When Love & Hate Collide,175220059,1,Def Leppard
A Rua,36545150,1,Ed Motta
Agora Que O Dia Acordou,36545150,1,Ed Motta
Baixo Rio,36545150,1,Ed Motta
Do You Have Other Loves?,36545150,1,Ed Motta
Entre E Ouça,36545150,1,Ed Motta
Já!!!,36545150,1,Ed Motta
Manuel,36545150,1,Ed Motta
Seis Da Tarde,36545150,1,Ed Motta
Solução,36545150,1,Ed Motta
Sombras Do Meu Destino,36545150,1,Ed Motta
Um Contrato Com Deus,36545150,1,Ed Motta
Um Jantar Pra Dois,36545150,1,Ed Motta
Um Love,36545150,1,Ed Motta
Vamos Dançar,36545150,1,Ed Motta
After Midnight,243130979,1,Eric Clapton
Badge,243130979,1,Eric Clapton
Bell Bottom Blues,243130979,1,Eric Clapton
Cocaine,243130979,1,Eric Clapton
Crossroads,243130979,1,Eric Clapton
I Can't Stand It,243130979,1,Eric Clapton
I Feel Free,243130979,1,Eric Clapton
I Shot The Sheriff,243130979,1,Eric Clapton
Knockin On Heavens Door,243130979,1,Eric Clapton
Lay Down Sally,243130979,1,Eric Clapton
Layla,243130979,1,Eric Clapton
Let It Grow,243130979,1,Eric Clapton
Promises,243130979,1,Eric Clapton
Strange Brew,243130979,1,Eric Clapton
Sunshine Of Your Love,243130979,1,Eric Clapton
Swing Low Sweet Chariot,243130979,1,Eric Clapton
White Room,243130979,1,Eric Clapton
Wonderful Tonight,243130979,1,Eric Clapton
Another Round,212376173,1,Foo Fighters
Cold Day In The Sun,212376173,1,Foo Fighters
Friend Of A Friend,212376173,1,Foo Fighters
Miracle,212376173,1,Foo Fighters
On The Mend,212376173,1,Foo Fighters
Over And Out,212376173,1,Foo Fighters
Razor,212376173,1,Foo Fighters
Still,212376173,1,Foo Fighters
Virginia Moon,212376173,1,Foo Fighters
What If I Do?,212376173,1,Foo Fighters
Doll,298777722,1,Foo Fighters
Enough Space,298777722,1,Foo Fighters
Everlong,298777722,1,Foo Fighters
February Stars,298777722,1,Foo Fighters
Monkey Wrench,298777722,1,Foo Fighters
My Hero,298777722,1,Foo Fighters
My Poor Brain,298777722,1,Foo Fighters
New Way Home,298777722,1,Foo Fighters
See You,298777722,1,Foo Fighters
Up In Arms,298777722,1,Foo Fighters
Walking After You,298777722,1,Foo Fighters
Wind Up,298777722,1,Foo Fighters
Best Of You,785066789,1,Foo Fighters
DOA,785066789,1,Foo Fighters
End Over End,785066789,1,Foo Fighters
Free Me,785066789,1,Foo Fighters
Hell,785066789,1,Foo Fighters
In Your Honor,785066789,1,Foo Fighters
No Way Back,785066789,1,Foo Fighters
Resolve,785066789,1,Foo Fighters
The Deepest Blues Are Black,785066789,1,Foo Fighters
The Last Song,785066789,1,Foo Fighters
200 Years Old,613866189,1,Frank Zappa & Captain Beefheart
Advance Romance,613866189,1,Frank Zappa & Captain Beefheart
Carolina Hard-Core Ecstasy,613866189,1,Frank Zappa & Captain Beefheart
Cucamonga,613866189,1,Frank Zappa & Captain Beefheart
Debra Kadabra,613866189,1,Frank Zappa & Captain Beefheart
Man With The Woman Head,613866189,1,Frank Zappa & Captain Beefheart
Muffin Man,613866189,1,Frank Zappa & Captain Beefheart
Poofter's Froth Wyoming Plans Ahead,613866189,1,Frank Zappa & Captain Beefheart
Sam With The Showing Scalp Flat Top,613866189,1,Frank Zappa & Captain Beefheart
A Volta Da Asa Branca,364346649,1,Gilberto Gil
As Pegadas Do Amor,364346649,1,Gilberto Gil
Asa Branca,364346649,1,Gilberto Gil
Assum Preto,364346649,1,Gilberto Gil
Baião Da Penha,364346649,1,Gilberto Gil
Casinha Feliz,364346649,1,Gilberto Gil
Esperando Na Janela,364346649,1,Gilberto Gil
Juazeiro,364346649,1,Gilberto Gil
Lamento Sertanejo,364346649,1,Gilberto Gil
O Amor Daqui De Casa,364346649,1,Gilberto Gil
Óia Eu Aqui De Novo,364346649,1,Gilberto Gil
Pau-De-Arara,364346649,1,Gilberto Gil
Qui Nem Jiló,364346649,1,Gilberto Gil
Último Pau-De-Arara,364346649,1,Gilberto Gil
A Novidade (Live),387317488,1,Gilberto Gil
Cérebro Eletrônico (Live),387317488,1,Gilberto Gil
Copacabana (Live),387317488,1,Gilberto Gil
De Ouro E Marfim (Live),387317488,1,Gilberto Gil
Estrela (Live),387317488,1,Gilberto Gil
Ghandi (Live),387317488,1,Gilberto Gil
Introdução (Live),387317488,1,Gilberto Gil
Is This Love (Live),387317488,1,Gilberto Gil
Opachorô (Live),387317488,1,Gilberto Gil
Palco (Live),387317488,1,Gilberto Gil
Pela Internet (Live),387317488,1,Gilberto Gil
Quanta (Live),387317488,1,Gilberto Gil
Refavela (Live),387317488,1,Gilberto Gil
Stir It Up (Live),387317488,1,Gilberto Gil
Vendedor De Caranguejo (Live),387317488,1,Gilberto Gil
American Idiot,105082409,1,Green Day
Are We The Waiting,105082409,1,Green Day
Boulevard Of Broken Dreams,105082409,1,Green Day
Extraordinary Girl,105082409,1,Green Day
Give Me Novacaine,105082409,1,Green Day
Holiday,105082409,1,Green Day
Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again,105082409,1,Green Day
Jesus Of Suburbia / City Of The Damned / I Don't Care / Dearly Beloved / Tales Of Another Broken Home,105082409,1,Green Day
Letterbomb,105082409,1,Green Day
She's A Rebel,105082409,1,Green Day
St. Jimmy,105082409,1,Green Day
Wake Me Up When September Ends,105082409,1,Green Day
Whatsername,105082409,1,Green Day
Basket Case,507637467,1,Green Day
Brain Stew,507637467,1,Green Day
Geek Stink Breath,507637467,1,Green Day
Good Riddance (Time Of Your Life),507637467,1,Green Day
Hitchin' A Ride,507637467,1,Green Day
J.A.R. (Jason Andrew Relva),507637467,1,Green Day
Jaded,507637467,1,Green Day
Longview,507637467,1,Green Day
Macy's Day Parade,507637467,1,Green Day
Maria,507637467,1,Green Day
Minority,507637467,1,Green Day
Nice Guys Finish Last,507637467,1,Green Day
Poprocks And Coke,507637467,1,Green Day
Redundant,507637467,1,Green Day
Stuck With Me,507637467,1,Green Day
Waiting,507637467,1,Green Day
Walking Contradiction,507637467,1,Green Day
Welcome To Paradise,507637467,1,Green Day
When I Come Around,507637467,1,Green Day
All My Love,390423475,1,House Of Pain
Come And Get Some Of This,390423475,1,House Of Pain
Commercial 1,390423475,1,House Of Pain
Commercial 2,390423475,1,House Of Pain
Feel It,390423475,1,House Of Pain
Guess Who's Back,390423475,1,House Of Pain
House And The Rising Sun,390423475,1,House Of Pain
House Of Pain Anthem,390423475,1,House Of Pain
Jump Around,390423475,1,House Of Pain
Jump Around (Pete Rock Remix),390423475,1,House Of Pain
Life Goes On,390423475,1,House Of Pain
One For The Road,390423475,1,House Of Pain
Put On Your Shit Kickers,390423475,1,House Of Pain
Put Your Head Out,390423475,1,House Of Pain
Salutations,390423475,1,House Of Pain
Shamrocks And Shenanigans,390423475,1,House Of Pain
Shamrocks And Shenanigans (Boom Shalock Lock Boom/Butch Vig Mix),390423475,1,House Of Pain
Top O' The Morning To Ya,390423475,1,House Of Pain
Colibri,64694805,1,Incognito
Dark Side Of The Cog,64694805,1,Incognito
Deep Waters,64694805,1,Incognito
Gypsy,64694805,1,Incognito
Jacob's Ladder,64694805,1,Incognito
Journey Into Sunlight,64694805,1,Incognito
L'Arc En Ciel De Miles,64694805,1,Incognito
Love Is The Colour,64694805,1,Incognito
Magnetic Ocean,64694805,1,Incognito
Millenium,64694805,1,Incognito
She Wears Black,64694805,1,Incognito
Sunchild,64694805,1,Incognito
Thinking 'Bout Tomorrow,64694805,1,Incognito
2 A.M.,121692047,1,Iron Maiden
Blood On The World's Hands,121692047,1,Iron Maiden
Fortunes Of War,121692047,1,Iron Maiden
Judgement Of Heaven,121692047,1,Iron Maiden
Look For The Truth,121692047,1,Iron Maiden
Lord Of The Flies,121692047,1,Iron Maiden
Man On The Edge,121692047,1,Iron Maiden
The Aftermath,121692047,1,Iron Maiden
The Edge Of Darkness,121692047,1,Iron Maiden
The Unbeliever,121692047,1,Iron Maiden
2 Minutes To Midnight,395540284,1,Iron Maiden
Acacia Avenue,395540284,1,Iron Maiden
Aces High,395540284,1,Iron Maiden
Children Of The Damned,395540284,1,Iron Maiden
Die With Your Boots On,395540284,1,Iron Maiden
Flight Of Icarus,395540284,1,Iron Maiden
Hallowed Be Thy Name,395540284,1,Iron Maiden
Intro- Churchill S Speech,395540284,1,Iron Maiden
Iron Maiden,395540284,1,Iron Maiden
Phantom Of The Opera,395540284,1,Iron Maiden
Powerslave,395540284,1,Iron Maiden
Revelations,395540284,1,Iron Maiden
Rime Of The Ancient Mariner,395540284,1,Iron Maiden
Run To The Hills,395540284,1,Iron Maiden
Running Free,395540284,1,Iron Maiden
The Number Of The Beast,395540284,1,Iron Maiden
The Trooper,395540284,1,Iron Maiden
Wrathchild,395540284,1,Iron Maiden
Infinite Dreams,487349370,1,Iron Maiden
Moonchild,487349370,1,Iron Maiden
Only the Good Die Young,487349370,1,Iron Maiden
Seventh Son of a Seventh Son,487349370,1,Iron Maiden
The Clairvoyant,487349370,1,Iron Maiden
The Prophecy,487349370,1,Iron Maiden
Blood Brothers,648865294,1,Iron Maiden
Brave New World,648865294,1,Iron Maiden
Ghost Of The Navigator,648865294,1,Iron Maiden
Sign Of The Cross,648865294,1,Iron Maiden
The Mercenary,648865294,1,Iron Maiden
The Wicker Man,648865294,1,Iron Maiden
Flight Of The Icarus,719036078,1,Iron Maiden
Quest For Fire,719036078,1,Iron Maiden
Still Life,719036078,1,Iron Maiden
Sun And Steel,719036078,1,Iron Maiden
To Tame A Land,719036078,1,Iron Maiden
Where Eagles Dare,719036078,1,Iron Maiden
Back in the Village,735123103,1,Iron Maiden
Duelists,735123103,1,Iron Maiden
Flash of The Blade,735123103,1,Iron Maiden
Losfer Words,735123103,1,Iron Maiden
Afraid To Shoot Strangers,763144371,1,Iron Maiden
Be Quick Or Be Dead,763144371,1,Iron Maiden
Can I Play With Madness,763144371,1,Iron Maiden
Fear Of The Dark,763144371,1,Iron Maiden
From Here To Eternity,763144371,1,Iron Maiden
Tailgunner,763144371,1,Iron Maiden
The Evil That Men Do,763144371,1,Iron Maiden
Wasting Love,763144371,1,Iron Maiden
Dream Of Mirrors,824489055,1,Iron Maiden
Sanctuary,824489055,1,Iron Maiden
The Clansman,824489055,1,Iron Maiden
Black Capricorn Day,180181588,1,Jamiroquai
Butterfly,180181588,1,Jamiroquai
Canned Heat,180181588,1,Jamiroquai
Deeper Underground,180181588,1,Jamiroquai
Destitute Illusions,180181588,1,Jamiroquai
Failling,180181588,1,Jamiroquai
King For A Day,180181588,1,Jamiroquai
Planet Home,180181588,1,Jamiroquai
Soul Education,180181588,1,Jamiroquai
Supersonic,180181588,1,Jamiroquai
Were Do We Go From Here,180181588,1,Jamiroquai
Blow Your Mind,388270245,1,Jamiroquai
Didgin' Out,388270245,1,Jamiroquai
Emergency On Planet Earth,388270245,1,Jamiroquai
Hooked Up,388270245,1,Jamiroquai
Music Of The Wind,388270245,1,Jamiroquai
Revolution 1993,388270245,1,Jamiroquai
Too Young To Die,388270245,1,Jamiroquai
When You Gonna Learn (Digeridoo),388270245,1,Jamiroquai
Half The Man,953801211,1,Jamiroquai
Journey To Arnhemland,953801211,1,Jamiroquai
Just Another Story,953801211,1,Jamiroquai
Light Years,953801211,1,Jamiroquai
Manifest Destiny,953801211,1,Jamiroquai
Morning Glory,953801211,1,Jamiroquai
Mr. Moon,953801211,1,Jamiroquai
Scam,953801211,1,Jamiroquai
Space Cowboy,953801211,1,Jamiroquai
Stillness In Time,953801211,1,Jamiroquai
The Kids,953801211,1,Jamiroquai
Are You Gonna Be My Girl,171257550,1,JET
Cold Hard Bitch,171257550,1,JET
Come Around Again,171257550,1,JET
Get Me Outta Here,171257550,1,JET
Get What You Need,171257550,1,JET
Last Chance,171257550,1,JET
Lazy Gun,171257550,1,JET
Look What You've Done,171257550,1,JET
Move On,171257550,1,JET
Radio Song,171257550,1,JET
Rollover D.J.,171257550,1,JET
Take It Or Leave It,171257550,1,JET
Timothy,171257550,1,JET
51st Anniversary,401957996,1,Jimi Hendrix
Are You Experienced?,401957996,1,Jimi Hendrix
Can You See Me,401957996,1,Jimi Hendrix
Fire,401957996,1,Jimi Hendrix
Foxy Lady,401957996,1,Jimi Hendrix
Hey Joe,401957996,1,Jimi Hendrix
Highway Chile,401957996,1,Jimi Hendrix
I Don't Live Today,401957996,1,Jimi Hendrix
Love Or Confusion,401957996,1,Jimi Hendrix
Manic Depression,401957996,1,Jimi Hendrix
May This Be Love,401957996,1,Jimi Hendrix
Purple Haze,401957996,1,Jimi Hendrix
Red House,401957996,1,Jimi Hendrix
Remember,401957996,1,Jimi Hendrix
Stone Free,401957996,1,Jimi Hendrix
The Wind Cries Mary,401957996,1,Jimi Hendrix
Third Stone From The Sun,401957996,1,Jimi Hendrix
Breaking The Law (Live),726635841,1,Judas Priest
Diamonds And Rust (Live),726635841,1,Judas Priest
Electric Eye,726635841,1,Judas Priest
Freewheel Burning,726635841,1,Judas Priest
Heading Out To The Highway (Live),726635841,1,Judas Priest
Hot Rockin',726635841,1,Judas Priest
Living After Midnight,726635841,1,Judas Priest
Metal Meltdown,726635841,1,Judas Priest
Ram It Down,726635841,1,Judas Priest
Some Heads Are Gonna Roll,726635841,1,Judas Priest
The Green Manalishi,726635841,1,Judas Priest
The Hellion,726635841,1,Judas Priest
Turbo Lover,726635841,1,Judas Priest
Tyrant (Live),726635841,1,Judas Priest
Victim Of Change (Live),726635841,1,Judas Priest
You've Got Another Thing Comin',726635841,1,Judas Priest
Beth,101400480,1,Kiss
Black Diamond,101400480,1,Kiss
Calling Dr. Love,101400480,1,Kiss
Cold Gin,101400480,1,Kiss
Detroit Rock City,101400480,1,Kiss
Deuce,101400480,1,Kiss
Do You Love Me,101400480,1,Kiss
God Gave Rock 'n' Roll To You,101400480,1,Kiss
God Of Thunder,101400480,1,Kiss
Goin' Blind,101400480,1,Kiss
Hard Luck Woman,101400480,1,Kiss
I Was Made For Loving You,101400480,1,Kiss
Love Gun,101400480,1,Kiss
Plaster Caster,101400480,1,Kiss
Rock And Roll All Nite,101400480,1,Kiss
