Name,ID,Copy_Number,ArtistName
Samba Do Lado,843541438,1,Chico Science & Nação Zumbi
Samidarish [Instrumental],843541438,1,Chico Science & Nação Zumbi
Sangue De Bairro,843541438,1,Chico Science & Nação Zumbi
Sobremesa,843541438,1,Chico Science & Nação Zumbi
Um Passeio No Mundo Livre,843541438,1,Chico Science & Nação Zumbi
Um Satélite Na Cabeça,843541438,1,Chico Science & Nação Zumbi
Black Country Woman,860921730,1,Led Zeppelin
Boogie With Stu,860921730,1,Led Zeppelin
Bron-Yr-Aur,860921730,1,Led Zeppelin
Down By The Seaside,860921730,1,Led Zeppelin
In The Light,860921730,1,Led Zeppelin
Night Flight,860921730,1,Led Zeppelin
Sick Again,860921730,1,Led Zeppelin
Ten Years Gone,860921730,1,Led Zeppelin
The Wanton Song,860921730,1,Led Zeppelin
A Twist In The Tail,863925983,1,Deep Purple
Anya,863925983,1,Deep Purple
Lick It Up,863925983,1,Deep Purple
Nasty Piece Of Work,863925983,1,Deep Purple
One Man's Meat,863925983,1,Deep Purple
Ramshackle Man,863925983,1,Deep Purple
Solitaire,863925983,1,Deep Purple
Talk About Love,863925983,1,Deep Purple
The Battle Rages On,863925983,1,Deep Purple
Time To Kill,863925983,1,Deep Purple
Balls to the Wall,907788477,1,Accept
Astronomy,924323510,1,Metallica
Die Die My Darling,924323510,1,Metallica
Free Speech For The Dumb,924323510,1,Metallica
It's Electric,924323510,1,Metallica
Loverman,924323510,1,Metallica
Mercyful Fate,924323510,1,Metallica
Sabbra Cadabra,924323510,1,Metallica
The More I See,924323510,1,Metallica
Tuesday's Gone,924323510,1,Metallica
Turn The Page,924323510,1,Metallica
Whiskey In The Jar,924323510,1,Metallica
A Castle Full Of Rascals,925390332,1,Deep Purple
A Touch Away,925390332,1,Deep Purple
Cascades : I'm Not Your Lover,925390332,1,Deep Purple
Hey Cisco,925390332,1,Deep Purple
Loosen My Strings,925390332,1,Deep Purple
Rosa's Cantina,925390332,1,Deep Purple
Somebody Stole My Guitar,925390332,1,Deep Purple
Sometimes I Feel Like Screaming,925390332,1,Deep Purple
Soon Forgotten,925390332,1,Deep Purple
The Aviator,925390332,1,Deep Purple
The Purpendicular Waltz,925390332,1,Deep Purple
Vavoom : Ted The Mechanic,925390332,1,Deep Purple
Half The Man,953801211,1,Jamiroquai
Journey To Arnhemland,953801211,1,Jamiroquai
Just Another Story,953801211,1,Jamiroquai
Light Years,953801211,1,Jamiroquai
Manifest Destiny,953801211,1,Jamiroquai
Morning Glory,953801211,1,Jamiroquai
Mr. Moon,953801211,1,Jamiroquai
Scam,953801211,1,Jamiroquai
Space Cowboy,953801211,1,Jamiroquai
Stillness In Time,953801211,1,Jamiroquai
The Kids,953801211,1,Jamiroquai
All Night Thing,961131853,1,Temple of the Dog
Call Me a Dog,961131853,1,Temple of the Dog
Four Walled World,961131853,1,Temple of the Dog
Hunger Strike,961131853,1,Temple of the Dog
Pushin Forward Back,961131853,1,Temple of the Dog
Reach Down,961131853,1,Temple of the Dog
Say Hello 2 Heaven,961131853,1,Temple of the Dog
Times of Trouble,961131853,1,Temple of the Dog
Wooden Jesus,961131853,1,Temple of the Dog
Your Savior,961131853,1,Temple of the Dog
A Banda,968497964,1,Chico Buarque
Apesar De Você,968497964,1,Chico Buarque
Atras Da Porta,968497964,1,Chico Buarque
Brejo Da Cruz,968497964,1,Chico Buarque
Carolina,968497964,1,Chico Buarque
Com Açúcar E Com Afeto,968497964,1,Chico Buarque
Construção / Deus Lhe Pague,968497964,1,Chico Buarque
Essa Moça Ta Diferente,968497964,1,Chico Buarque
Fora Da Ordem,968497964,1,Chico Buarque
Geni E O Zepelim,968497964,1,Chico Buarque
Gota D'água,968497964,1,Chico Buarque
Meia-Lua Inteira,968497964,1,Chico Buarque
Menino Do Rio,968497964,1,Chico Buarque
Meu Caro Amigo,968497964,1,Chico Buarque
Minha Historia,968497964,1,Chico Buarque
Morena De Angola,968497964,1,Chico Buarque
O Estrangeiro,968497964,1,Chico Buarque
O Leaozinho,968497964,1,Chico Buarque
O Que Será (À Flor Da Terra),968497964,1,Chico Buarque
Podres Poderes,968497964,1,Chico Buarque
Qualquer Coisa,968497964,1,Chico Buarque
Queixa,968497964,1,Chico Buarque
Samba De Orly,968497964,1,Chico Buarque
Sampa,968497964,1,Chico Buarque
Tatuagem,968497964,1,Chico Buarque
Terra,968497964,1,Chico Buarque
Trocando Em Miúdos,968497964,1,Chico Buarque
Um Indio,968497964,1,Chico Buarque
Vai Passar,968497964,1,Chico Buarque
Vai Trabalhar Vagabundo,968497964,1,Chico Buarque
Voce e Linda,968497964,1,Chico Buarque
Voce Nao Entende Nada - Cotidiano,968497964,1,Chico Buarque
Black Moon Creeping,977055074,1,The Black Crowes
Hard To Handle,977055074,1,The Black Crowes
High Head Blues,977055074,1,The Black Crowes
Lickin',977055074,1,The Black Crowes
Remedy,977055074,1,The Black Crowes
She Talks To Angels,977055074,1,The Black Crowes
Soul Singing,977055074,1,The Black Crowes
Title Song,977055074,1,The Black Crowes
Twice As Hard,977055074,1,The Black Crowes
Piano Man,1265472654,1,Billy Joel
Captain Jack,1265472654,1,Billy Joel
The Entertainer,1265472654,1,Billy Joel
Say Goodbye to Hollywood,1265472654,1,Billy Joel
New York State of Mind,1265472654,1,Billy Joel
The Stranger,1265472654,1,Billy Joel
Scenes from an Italian Restaurant,1265472654,1,Billy Joel
Just the Way You Are,1265472654,1,Billy Joel
Movin' Out (Anthony's Song),1265472654,1,Billy Joel
Only the Good Die Young,1265472654,1,Billy Joel
Politik,2469762156,1,Coldplay
In My Place,2469762156,1,Coldplay
God Put a Smile upon your Face,2469762156,1,Coldplay
The Scientist,2469762156,1,Coldplay
Clocks,2469762156,1,Coldplay
Daylight,2469762156,1,Coldplay
Green Eyes,2469762156,1,Coldplay
Warning Sign,2469762156,1,Coldplay
A Whisper,2469762156,1,Coldplay
A Rush of Blood to the Head,2469762156,1,Coldplay
Politik,2469762156,2,Coldplay
In My Place,2469762156,2,Coldplay
God Put a Smile upon your Face,2469762156,2,Coldplay
The Scientist,2469762156,2,Coldplay
Clocks,2469762156,2,Coldplay
Daylight,2469762156,2,Coldplay
Green Eyes,2469762156,2,Coldplay
Warning Sign,2469762156,2,Coldplay
A Whisper,2469762156,2,Coldplay
A Rush of Blood to the Head,2469762156,2,Coldplay
