Name,ID,Copy_Number,ArtistName
Good Riddance (Time Of Your Life),507637467,1,Green Day
Hitchin' A Ride,507637467,1,Green Day
J.A.R. (Jason Andrew Relva),507637467,1,Green Day
Jaded,507637467,1,Green Day
Longview,507637467,1,Green Day
Macy's Day Parade,507637467,1,Green Day
Maria,507637467,1,Green Day
Minority,507637467,1,Green Day
Nice Guys Finish Last,507637467,1,Green Day
Poprocks And Coke,507637467,1,Green Day
Redundant,507637467,1,Green Day
Stuck With Me,507637467,1,Green Day
Waiting,507637467,1,Green Day
Walking Contradiction,507637467,1,Green Day
Welcome To Paradise,507637467,1,Green Day
When I Come Around,507637467,1,Green Day
Come As You Are,510101253,1,Nirvana
In Bloom,510101253,1,Nirvana
Lounge Act,510101253,1,Nirvana
On A Plain,510101253,1,Nirvana
Something In The Way,510101253,1,Nirvana
Stay Away,510101253,1,Nirvana
Territorial Pissings,510101253,1,Nirvana
A E O Z,516476437,1,Os Mutantes
Ando Meio Desligado,516476437,1,Os Mutantes
Baby,516476437,1,Os Mutantes
Balada Do Louco,516476437,1,Os Mutantes
Banho De Lua,516476437,1,Os Mutantes
Bat Macumba,516476437,1,Os Mutantes
Chão De Estrelas,516476437,1,Os Mutantes
Desculpe Babe,516476437,1,Os Mutantes
Meu Refrigerador Não Funciona,516476437,1,Os Mutantes
Panis Et Circenses,516476437,1,Os Mutantes
Rita Lee,516476437,1,Os Mutantes
Top Top,516476437,1,Os Mutantes
Vida De Cachorro,516476437,1,Os Mutantes
Ain't Talkin' 'Bout Love,570566445,1,Van Halen
Atomic Punk,570566445,1,Van Halen
Eruption,570566445,1,Van Halen
Feel Your Love Tonight,570566445,1,Van Halen
Ice Cream Man,570566445,1,Van Halen
I'm The One,570566445,1,Van Halen
Jamie's Cryin',570566445,1,Van Halen
Little Dreamer,570566445,1,Van Halen
On Fire,570566445,1,Van Halen
Runnin' With The Devil,570566445,1,Van Halen
You Really Got Me,570566445,1,Van Halen
#1 Zero,585563627,1,Audioslave
Be Yourself,585563627,1,Audioslave
Dandelion,585563627,1,Audioslave
Doesn't Remind Me,585563627,1,Audioslave
Drown Me Slowly,585563627,1,Audioslave
Heaven's Dead,585563627,1,Audioslave
Man Or Animal,585563627,1,Audioslave
Out Of Exile,585563627,1,Audioslave
The Curse,585563627,1,Audioslave
The Worm,585563627,1,Audioslave
Yesterday To Tomorrow,585563627,1,Audioslave
Your Time Has Come,585563627,1,Audioslave
Afraid,592862844,1,Mötley Crüe
Bitter Pill,592862844,1,Mötley Crüe
Don't Go Away Mad (Just Go Away),592862844,1,Mötley Crüe
Dr. Feelgood,592862844,1,Mötley Crüe
Enslaved,592862844,1,Mötley Crüe
Glitter,592862844,1,Mötley Crüe
Home Sweet Home,592862844,1,Mötley Crüe
Kickstart My Heart,592862844,1,Mötley Crüe
Looks That Kill,592862844,1,Mötley Crüe
Primal Scream,592862844,1,Mötley Crüe
Same Ol' Situation,592862844,1,Mötley Crüe
Shout At The Devil,592862844,1,Mötley Crüe
Smokin' in The Boys Room,592862844,1,Mötley Crüe
Too Fast For Love,592862844,1,Mötley Crüe
Wild Side,592862844,1,Mötley Crüe
Without You,592862844,1,Mötley Crüe
Back to Black,608821718,1,Amy Winehouse
He Can Only Hold Her,608821718,1,Amy Winehouse
Just Friends,608821718,1,Amy Winehouse
Love Is a Losing Game,608821718,1,Amy Winehouse
Me & Mr. Jones,608821718,1,Amy Winehouse
Rehab,608821718,1,Amy Winehouse
Rehab (Hot Chip Remix),608821718,1,Amy Winehouse
Some Unholy War,608821718,1,Amy Winehouse
Tears Dry On Their Own,608821718,1,Amy Winehouse
Wake Up Alone,608821718,1,Amy Winehouse
You Know I'm No Good,608821718,1,Amy Winehouse
You Know I'm No Good (feat. Ghostface Killah),608821718,1,Amy Winehouse
200 Years Old,613866189,1,Frank Zappa & Captain Beefheart
Advance Romance,613866189,1,Frank Zappa & Captain Beefheart
Carolina Hard-Core Ecstasy,613866189,1,Frank Zappa & Captain Beefheart
Cucamonga,613866189,1,Frank Zappa & Captain Beefheart
Debra Kadabra,613866189,1,Frank Zappa & Captain Beefheart
Man With The Woman Head,613866189,1,Frank Zappa & Captain Beefheart
Muffin Man,613866189,1,Frank Zappa & Captain Beefheart
Poofter's Froth Wyoming Plans Ahead,613866189,1,Frank Zappa & Captain Beefheart
Sam With The Showing Scalp Flat Top,613866189,1,Frank Zappa & Captain Beefheart
Dancing Days,635142877,1,Led Zeppelin
D'Yer Mak'er,635142877,1,Led Zeppelin
No Quarter,635142877,1,Led Zeppelin
Over The Hills And Far Away,635142877,1,Led Zeppelin
The Crunge,635142877,1,Led Zeppelin
The Ocean,635142877,1,Led Zeppelin
The Rain Song,635142877,1,Led Zeppelin
The Song Remains The Same,635142877,1,Led Zeppelin
Blood Brothers,648865294,1,Iron Maiden
Brave New World,648865294,1,Iron Maiden
Ghost Of The Navigator,648865294,1,Iron Maiden
Sign Of The Cross,648865294,1,Iron Maiden
The Mercenary,648865294,1,Iron Maiden
The Wicker Man,648865294,1,Iron Maiden
